,Name,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11
28,X40,-0.382856665358357,-0.868733313829829,-0.257074059547259,-0.868733313829829,1.67893654901167,1.15469315645861,-0.868733313829829,1.57671475246486,0.060484917278525,-0.868733313829829,-0.35596539498873
29,X304,-0.28751789964374,-0.444539636400006,-0.444539636400006,-0.169953998850581,-0.444539636400006,-0.226567278089235,-0.444539636400006,2.98009838037188,-0.29439119718543,-0.276107457253253,0.052597996250382
30,X341,-0.271215599224406,-0.562753062756888,-0.562753062756888,-0.052938294767995,0.201577978946351,-0.562753062756888,-0.198249192504633,2.86101457915234,0.273575842182783,-0.562753062756888,-0.562753062756888
31,X26,-0.373049408541515,-0.373049408541515,-0.373049408541515,-0.373049408541515,3.00063033648714,-0.217717885787159,-0.093244246726507,-0.18532116680027,-0.266050585924118,-0.373049408541515,-0.373049408541515
32,X47,-0.46155513515119,-0.46155513515119,0.311079486976334,-0.435377858546784,-0.46155513515119,-0.46155513515119,2.92605338655562,-0.210413868394803,-0.175270449853649,-0.108295020980766,-0.46155513515119
33,X99,-0.30514668491515,-0.30514668491515,-0.30514668491515,-0.273221665360324,-0.30514668491515,-0.30514668491515,-0.300581578560339,3.01497672324187,-0.30514668491515,-0.30514668491515,-0.30514668491515
34,X224,-0.301511344577764,-0.301511344577764,-0.301511344577764,-0.301511344577764,-0.301511344577764,-0.301511344577764,-0.301511344577764,-0.301511344577764,-0.301511344577764,-0.301511344577764,3.01511344577764
35,X271,-0.670007243154693,-0.670007243154693,-0.670007243154693,-0.670007243154693,0.04992134962428,2.37953325866642,-0.670007243154693,1.17277987672811,-0.670007243154693,0.50821727140897,-0.090408297499619
36,X273,-0.671945009564781,-0.671945009564781,-0.671945009564781,-0.671945009564781,-0.104221011525272,-0.671945009564781,0.952520989718563,2.23443898942933,-0.671945009564781,-0.207380649498028,1.15631173926409
37,X294,-0.558990848140092,-0.558990848140092,-0.558990848140092,-0.558990848140092,1.6438532050468,-0.558990848140092,-0.558990848140092,2.26028122476175,-0.023359954726079,-0.558990848140092,0.032161461898172
38,X127,-0.29440059723349,-0.267785671378128,3.01479855535126,-0.3022206129595,-0.313149376671839,-0.287122958968854,-0.297521831452095,-0.313149376671839,-0.313149376671839,-0.313149376671839,-0.313149376671839
39,X135,-0.094577576338163,-0.335935743452915,3.00631714954255,-0.335935743452915,-0.335935743452915,-0.224253625581065,-0.335935743452915,-0.335935743452915,-0.335935743452915,-0.335935743452915,-0.335935743452915
40,X162,-0.098157420426976,-0.384749626137587,0.216558268083389,-0.384749626137587,-0.384749626137587,-0.384749626137587,2.95959616144428,-0.384749626137587,-0.384749626137587,-0.384749626137587,-0.384749626137587
41,X261,2.48622929689757,-0.522744839356246,-0.522744839356246,-0.522744839356246,-0.522744839356246,-0.522744839356246,-0.522744839356246,1.159968391432,-0.522744839356246,-0.522744839356246,0.535761026520404
42,X113,-0.017222439505885,-0.540982278828771,1.99470424107423,-1.34281601566447,-1.34281601566447,-0.422743534217518,1.14323721192443,-0.230848617458451,-0.075245612886613,0.079105683252269,0.755627377975237
43,X142,-0.533515903106593,1.4802860374773,0.724724160068761,0.598201431542651,-0.986669086625261,-0.986669086625261,1.84617591395013,-0.60654385402852,-0.770010410457202,-0.257544112795438,-0.508435089400569
44,X28,0.092336591178423,-0.405813693299268,-0.405813693299268,-0.405813693299268,-0.405813693299268,-0.405813693299268,0.217014345537494,2.93715860967823,-0.405813693299268,-0.405813693299268,-0.405813693299268
45,X106,-0.629251755439676,-0.101583378170168,-0.629251755439676,-0.629251755439676,2.51543343690376,-0.629251755439676,-0.629251755439676,0.102509721376397,-0.420712322655175,-0.161384739496544,1.21199605924011
46,X141,-0.564717756712895,-0.564717756712895,-0.564717756712895,-0.564717756712895,1.49951290906401,-0.564717756712895,-0.564717756712895,2.07716311461198,0.941066030027167,-0.564717756712895,-0.564717756712895
47,X183,-0.303971973524586,-0.301588144935296,-0.303971973524586,-0.293634607051474,-0.298805928094873,-0.301236624555425,-0.303971973524586,3.01509925736982,-0.302087751224063,-0.301858307410345,-0.303971973524586
48,X189,-0.301511344577764,-0.301511344577764,-0.301511344577764,-0.301511344577764,-0.301511344577764,-0.301511344577764,-0.301511344577764,3.01511344577764,-0.301511344577764,-0.301511344577764,-0.301511344577764
49,X326,-0.544337000612813,-0.544337000612813,-0.544337000612813,-0.544337000612813,1.24859157096081,-0.544337000612813,-0.544337000612813,-0.544337000612813,0.763541434979794,-0.544337000612813,2.3425629989619
50,X1,0.416992904999841,-0.205905117333214,2.89645881359412,-0.085590627656155,-0.475979353030848,-0.166079855419503,-0.475979353030848,-0.475979353030848,-0.475979353030848,-0.475979353030848,-0.475979353030848
51,X54,2.83894165724905,-0.396166220890997,-0.396166220890997,-0.396166220890997,-0.396166220890997,0.726554330769917,-0.396166220890997,-0.396166220890997,-0.396166220890997,-0.396166220890997,-0.396166220890997
52,X123,0.195598580714232,2.15633521314128,0.446333413368777,1.3441760224987,-0.772933545734284,0.235428962526522,-0.772933545734284,-0.772933545734284,-0.772933545734284,-0.513204463578094,-0.772933545734284
53,X342,-0.235611556245847,-0.474915928884404,-0.274078962553479,-0.195931874697198,-0.370350701986291,-0.253452371452251,-0.275450149419195,3.00458269289333,-0.398639267593397,-0.303786021087989,-0.222365858973285
54,X180,-0.291862890818077,-0.453332046578531,-0.453332046578531,-0.453332046578531,-0.453332046578531,-0.453332046578531,0.253253847830742,2.93285736039236,-0.067329092153816,-0.106926945780027,-0.453332046578531
55,X203,-0.460921271029404,-0.36347730309199,-0.509055231412032,-0.004020778262914,0.437401536928144,-0.442237266739252,-0.478964733543511,-0.468678304686778,-0.30193332868341,-0.302527795794114,2.89441447631526
56,X223,-0.108638610605403,-0.462179410481683,-0.462179410481683,0.774303993083186,-0.230457981050536,-0.462179410481683,-0.462179410481683,2.80004847194453,-0.462179410481683,-0.462179410481683,-0.462179410481683
57,X269,-0.038644944669691,0.031244030745261,-0.371809537545935,-0.371809537545935,-0.371809537545935,-0.371809537545935,-0.371809537545935,2.98187721429191,-0.371809537545935,-0.371809537545935,-0.371809537545935
58,X284,-0.428793856758626,-0.428793856758626,-0.428793856758626,-0.428793856758626,0.09917493885849,-0.428793856758626,-0.428793856758626,2.94977881179614,-0.043659159592543,-0.428793856758626,-0.003737593751708
59,X184,-0.304678889285916,-0.302877498176639,-0.313266136216556,-0.253199535511178,-0.307637770133076,-0.30134557099972,-0.305213738109454,3.01470057156104,-0.309160439122594,-0.304054857789351,-0.313266136216556
60,X92,-0.293753681884782,-0.408179782665579,-0.885157240497115,-0.540424946218246,1.69900980220265,-0.885157240497115,-0.392208572253261,2.09142871882909,-0.508144849670657,0.383606792691224,-0.26101900003621
61,X154,-0.402573114639701,-0.502207556849319,-0.502207556849319,-0.502207556849319,-0.197456653752689,-0.502207556849319,-0.419159924005017,-0.502207556849319,1.7208371732785,2.27654815996929,-0.467157856603795
62,X182,-0.268135148498774,-0.306703898879757,-0.306703898879757,-0.306703898879757,-0.306703898879757,-0.306703898879757,-0.306703898879757,3.01490240876132,-0.306703898879757,-0.306703898879757,-0.293136069224488
63,X57,-0.602136862206122,0.794558557817389,0.082199628919841,-0.095367245876792,-0.610806087932247,-0.598771756792571,2.72217915809939,-0.596261791565397,-0.208752435514212,-0.276035077017029,-0.610806087932247
64,X260,1.54815743346743,-0.707586743180445,-0.707586743180445,-0.707586743180445,0.770896829936852,-0.707586743180445,-0.707586743180445,1.1846327336175,1.44942020524134,-0.707586743180445,-0.707586743180445
65,X333,-0.205032154791421,0.012994585835053,-0.419563253947311,-0.419563253947311,-0.419563253947311,-0.419563253947311,-0.419563253947311,-0.419563253947311,-0.077661520053447,-0.189441758527147,2.97652037122083
66,X312,-0.281327170081731,-0.307654546862672,-0.417398435386869,-0.179448693749419,-0.298484282688026,-0.228508934614273,-0.417398435386869,3.00689460340868,-0.330654701250668,-0.32009196819339,-0.225927435194763
67,X152,1.17946082403749,-0.454930806625289,2.63131561931187,-0.454930806625289,-0.454930806625289,-0.171329990347048,-0.454930806625289,-0.454930806625289,-0.454930806625289,-0.454930806625289,-0.454930806625289
68,X201,-0.775423128479771,0.292410196764367,-0.05677253055996,-0.18727322921356,0.202624762045912,-0.843286578395103,-0.267560306356518,-0.636464635795996,2.5465935275472,0.73525767323791,-1.01010575079448
69,X173,2.49935910342056,-0.686979222139827,-0.686979222139827,-0.686979222139827,-0.686979222139827,0.787404878616397,-0.686979222139827,-0.686979222139827,0.328642485955441,0.072550066380782,0.433918798465784
70,X139,-0.330620045866756,5.96613788899925E-05,2.93027725672407,0.269944504213706,-0.484754189584398,-0.292186903620045,-0.484754189584398,-0.484754189584398,-0.35210540328687,-0.2863523112054,-0.484754189584398
71,X193,2.49002299130153,-0.52613536273425,-0.52613536273425,-0.52613536273425,-0.52613536273425,-0.52613536273425,-0.52613536273425,-0.52613536273425,0.627522783667492,1.09153712690498,-0.52613536273425
73,X314,-0.910815797448289,0.497492558111483,0.554655611551004,-0.910815797448289,2.14115907043998,0.705162308506441,-0.910815797448289,-0.910815797448289,-0.910815797448289,0.337887092903229,0.317722345729307
74,X58,0.279959548625271,2.67060369368543,-0.24773123687566,0.695711893035024,-0.629265990471326,-0.629265990471326,0.223325040567838,-0.629265990471326,-0.556813781033933,-0.547991196118669,-0.629265990471326
75,X13,-0.315620940159923,-0.348162101807538,-0.356437966454011,-0.205927597327192,-0.170228364821686,-0.323506900727559,-0.3472571625404,3.00985317954116,-0.311108675486356,-0.319279063909865,-0.312324406306633
76,X45,1.22153871612042,-0.756751602946019,-0.943869831900646,-0.673392913925583,0.069898748592058,-0.729159069146198,0.603199148504432,-0.68437791899024,-0.648065953930747,0.383427802752018,2.15755287487051
77,X111,-0.206815440997669,-0.490497920788349,-0.486822639787545,-0.319275979940582,-0.48293188824674,-0.581044674872043,-0.581044674872043,0.549072450970327,-0.437904794032115,0.221805021289251,2.81546054127751
78,X87,-0.091365255909342,-0.111930936907597,2.99823837259826,-0.268103073923736,-0.387680753267473,-0.324398352904028,-0.359182445326242,-0.387680753267473,-0.365884976688371,-0.314331071136527,-0.387680753267473
79,X53,-0.311461472679684,-0.315534723068361,-0.315422996432635,-0.294414465350706,-0.228809701005054,-0.296178039214981,-0.318287297417777,3.01414350977689,-0.309584514980946,-0.310965426591652,-0.313484873035098
80,X187,-0.293213496277711,-0.304594443469682,-0.306160769817511,-0.288047945594741,-0.306160769817511,-0.306160769817511,-0.304541996279013,3.01505879065552,-0.304922716440798,-0.297827887406691,-0.303427995734354
81,X241,0.410944230351549,-0.371317198403791,-0.371317198403791,-0.371317198403791,-0.371317198403791,-0.371317198403791,-0.371317198403791,-0.371317198403791,-0.371317198403791,-0.371317198403791,2.93091055528257
82,X110,0.901865898800896,-0.90269143927921,-0.221178965524129,-0.587126513424162,0.043519159739955,-0.652188784797119,-0.90269143927921,0.00555374328074,0.305204156713626,-0.515553287419524,2.52528747118814
83,X120,0.975678439149046,2.31274992024281,-0.833493063932771,-0.438027223505944,0.055846906054234,-0.833493063932771,-0.833493063932771,-0.45408843546003,-0.076627168060776,-0.712202918863293,0.837149672242265
84,X157,-0.169021999146453,-0.646985573968649,-0.045288040747427,-0.325516068634419,-0.502398017667317,-0.595947605028933,2.89257978716754,-0.215206441886746,0.231942454439365,-0.015974245503066,-0.608184249023897
85,X176,2.11845832488029,-0.849556916286387,-0.170217868491743,-0.849556916286387,1.27261782981982,-0.849556916286387,-0.174855962746607,0.961140788242566,-0.333538442206465,-0.560130047479663,-0.564803873159033
86,X188,-0.3019643120906,-0.301927550696477,-0.301036507011269,-0.30060730372239,-0.301680115189626,-0.30189628835125,-0.302139555679937,3.01511280514753,-0.301804409838685,-0.301951577504156,-0.300105185063143
87,X338,0.022173916730718,-0.229140833504687,2.98401354969403,-0.328831785145628,-0.398971034721432,-0.092742056110545,-0.398971034721432,-0.398971034721432,-0.360617618056726,-0.398971034721432,-0.398971034721432
88,X104,1.87545353171213,-0.299431732666381,-0.61434900261664,-0.78159388312988,-0.433291508225184,-0.597172635753268,-0.78159388312988,0.109947905793117,-0.14640870033427,-0.354074073654356,2.02251398200461
89,X48,-0.50110430548529,0.181571967081332,-0.101087284468206,-0.14330679428905,-0.755859443544812,-0.402216043643481,-0.636416062072871,-0.738051097843282,1.8527354321417,1.99959307566877,-0.755859443544812
90,X112,0.527664992937596,-0.515777892061402,0.955196061494548,-0.998288521676192,-1.0297284478337,-1.12385515309376,2.01833902909362,-0.882920869013315,0.318050326010741,0.339586051144801,0.39173442299707
91,X191,-0.677427988527341,-0.178698961868826,-0.403662560976013,-0.539549304109463,2.65787275958511,-0.698899907654078,0.348125107530881,-0.700162267195194,0.480709576013694,0.411855814396422,-0.700162267195194
92,X199,-0.639159282242618,-0.639159282242618,-0.386251969038835,-0.639159282242618,-0.639159282242618,-0.639159282242618,-0.639159282242618,0.559232313942104,2.54125512128887,0.582000372634666,0.538719854628906
93,X129,-0.573336860578256,-0.623974441389393,-0.563238876320798,-0.575754785281311,-0.639654308511241,-0.586207668118612,1.55211476923844,-0.634466410571243,1.58223704067105,1.531418006934,-0.469136466072637
94,X323,-0.066721540254623,-0.40555568658323,-0.40555568658323,-0.25742451082827,-0.40555568658323,-0.40555568658323,-0.193736060091452,-0.12132508823398,-0.324554855523288,-0.40555568658323,2.99154048784776
95,X308,-1.0286605990651,0.533820292455237,-1.0286605990651,-0.576950774712294,-0.182140169552249,-1.0286605990651,0.263178113417015,2.4382505070822,0.329856130654406,0.218203078760043,0.061764619090943
96,X105,0.147588363876529,-0.623183206724418,-0.659842628051225,-0.742878836422302,0.294702294764369,-0.697096691736758,-0.289297646271429,0.087081628706726,-0.112144924156777,-0.212224856694729,2.80729650271001
97,X7,-0.425674544330721,-0.935333905388245,-0.435581866940177,-0.894881885815512,0.990878115749581,-0.947992481762693,-0.322306704564121,0.421995762053164,1.80888587663264,1.42949592342395,-0.689484289057863
98,X52,-0.512776173416271,-0.089777714494484,0.273859990861431,-0.442076277584559,-0.607204635635566,-0.591783178281521,2.90688046419035,-0.392869101473372,-0.21415488068219,-0.29737468632298,-0.032723807160835
99,X309,-0.480190224836854,-0.259186528517202,-0.386863100005283,-0.630556320027361,0.419509965934817,-0.673882841830309,-0.690452497355137,2.78825527990322,0.193489984223691,-0.453991377064697,0.173867659575114
100,X335,-0.174817331962419,-0.478745463349241,-0.478745463349241,-0.478745463349241,-0.478745463349241,-0.446903675349378,-0.478745463349241,-0.478745463349241,2.37267098521446,1.59421638108878,-0.472693578896002
101,X332,2.87922730373818,-0.486574857967508,-0.108259954645696,-0.486574857967508,-0.250211530068616,-0.319707051409517,-0.41142837001105,-0.486574857967508,-0.37162918953673,-0.486574857967508,0.528308223803464
102,X281,0.14623371847511,2.72688517725469,0.006311895161218,0.76616303648608,-0.583848717706521,-0.339485675630638,-0.602261689094386,-0.48389994764036,-0.542018079632828,-0.47503177738508,-0.619047940287281
103,X84,2.43156444143878,-0.254199037814295,0.422640555174447,-0.518256785536554,-0.608886510102313,-0.880218530800797,-0.103839234407303,-0.012066899279847,-0.682291268721953,-0.880218530800797,1.08577180085063
104,X95,-0.312443278737337,-0.331321841461417,-0.452047288393754,-0.070858082578042,-0.369285698607628,-0.487881662431822,-0.274191463396111,2.93577149238785,-0.477200817935676,-0.45060456505417,0.290063206208111
105,X275,-0.851591231233816,-0.843085934964034,-0.998991215489113,-0.794254325258407,2.10819980127196,-0.533986011077683,-0.095007070054744,1.29057802139279,0.710619818491147,0.117559066571939,-0.11004091965004
106,X130,-0.531967126520624,-0.661194954264533,-0.581584558610636,-0.661194954264533,-0.641371529999212,-0.59058407035442,1.04905541337017,-0.654275671804205,1.85230032555333,1.65255897437642,-0.231741847481759
107,X295,-0.246227362852142,-0.28128488714028,-0.504235843836236,-0.375326571364523,-0.504235843836236,-0.504235843836236,-0.504235843836236,1.28903626480622,-0.433745910326065,-0.504235843836236,2.56872768605797
108,X194,1.11931751403326,2.13616597918494,-0.626057986159828,1.21675192953985,-0.626057986159828,-0.138437164237854,-0.626057986159828,-0.589225236320246,-0.626057986159828,-0.614283091400811,-0.626057986159828
109,X82,0.500509093118482,-0.073778138797781,2.80195278318028,0.20296102628909,-0.548204923448094,-0.108997832478516,-0.554888401572692,-0.554888401572692,-0.554888401572692,-0.554888401572692,-0.554888401572692
110,X145,-0.433957147911875,2.75271764580377,-0.366012346877068,0.941740942212499,-0.433047435192646,-0.398469508785847,-0.388965375268646,-0.485407341284103,-0.439732351081981,-0.430992544117496,-0.31787453749661
111,X307,-0.446158446532582,-0.612422004841614,-0.710162554386786,-0.602971246823541,0.949198283232136,-0.531392399388692,0.015472214160357,0.093235930676558,-0.23633410598734,-0.562891584027045,2.64442591391855
112,X134,-0.132686949302357,2.94813612751746,-0.338377100019456,0.012583486793492,-0.532140821709753,-0.30575864104859,-0.488612494434698,-0.522918451590214,-0.02401660277998,-0.087935278157336,-0.528273275268572
113,X63,2.67498534426006,-0.423146517751865,-0.423146517751865,-0.423146517751865,-0.406433672295031,1.11662047004989,-0.423146517751865,-0.423146517751865,-0.423146517751865,-0.423146517751865,-0.423146517751865
114,X172,0.236893165682122,-0.635914512685366,-0.614420235002595,-0.561732425237225,-0.626419482256236,-0.38733543418564,-0.429649618729747,-0.593280663129961,2.03099658596392,1.88425888492054,-0.303396265339805
115,X30,-0.397272515908802,-0.8530794407417,-0.060746820573042,-0.651103866731465,-0.559252319104161,-0.920507931649077,-1.33653309807166,1.30195073296966,1.13359673862182,1.25968905569076,1.08325946549767
116,X94,-0.3237728335269,-0.347116384214296,-0.367182230833984,-0.227798279678745,-0.371916484360584,-0.384443932391539,-0.273372319584125,2.99601131960338,-0.343087283462986,-0.365051536075894,0.007729964525675
117,X117,0.193229466863941,-0.378656145512277,-0.378656145512277,-0.378656145512277,-0.365950000949613,-0.217190538279193,-0.378656145512277,2.97127650085269,-0.350850058733079,-0.347464084482125,-0.368426703223517
118,X59,0.318537114897909,-0.405443048815057,2.93537671781286,-0.397222048718878,-0.399280462305728,-0.056301430483574,-0.405443048815057,-0.373894647127306,-0.405443048815057,-0.405443048815057,-0.405443048815057
119,X179,1.09024228590431,0.245979432170541,0.512305347432022,-0.313122120609344,-0.856304955666449,0.178554772515206,-0.649178308887938,2.27043315548673,-0.821652346931253,-0.811879348186251,-0.845377913227571
120,X146,-0.486688881526878,-0.34259792493429,0.220366014384679,-0.546678489024309,-0.536885547052988,-0.530654694339915,2.84593741932124,-0.601067294367798,0.204312368466756,0.203655483386055,-0.429698454312553
121,X118,-0.452797101220862,2.74767902709757,-0.451223326139886,0.923127951806683,-0.458876324630661,-0.441998372689666,-0.458876324630661,-0.112108170918075,-0.441436952703648,-0.452355336724243,-0.401135069246546
122,X50,2.73769695021455,-0.4140277287181,-0.4140277287181,-0.4140277287181,-0.4140277287181,0.983187834116617,-0.4140277287181,-0.4140277287181,-0.4140277287181,-0.4140277287181,-0.408662954586369
123,X190,0.398040779474715,-0.390780361880723,-0.390780361880723,-0.390780361880723,-0.319519805206386,-0.390780361880723,-0.360412005589419,-0.390780361880723,-0.359812315561474,-0.337431257723434,2.93303641400961
124,X51,-0.433978210090203,-0.355263642687384,-0.319343563864657,-0.414005837973283,-0.225702189300929,-0.442287720553232,2.99312473145343,-0.373989276383314,-0.098102136166534,-0.201438136623403,-0.129014017810494
125,X125,1.78338750592674,0.169635374083238,1.83368573486435,-0.523282191827805,-0.887638813315518,0.132717515414233,-0.880402549786119,-0.873073862480019,0.166658718646483,-0.037102635030485,-0.884584796495092
126,X257,-0.648200594356708,-0.375877124791843,0.214064862631976,-0.119016746256383,-0.186005062619895,-0.694841769290448,0.416744376194368,2.81979487928993,-0.345131081843502,-0.41374085942201,-0.66779087953548
127,X124,0.319454159452109,1.68179574199183,0.937820644543197,0.928372840495122,-0.679838578714554,0.222920387284214,0.710516375750028,-1.0739498695077,-0.920899126386004,-0.905536835896336,-1.22065573901191
128,X310,-0.664825467145932,-0.403244862244539,-0.755062977685758,-0.695321561231912,1.84005496426861,-0.749173614243628,0.11586224124759,-0.623854798990215,0.088822836300344,-0.144103547895109,1.99084678762055
129,X305,1.93629221891415,-0.358746841798517,-0.516077848138732,-0.494418780934579,-0.507959874216523,-0.516077848138732,-0.516077848138732,2.07095650251639,-0.510156071219175,-0.516077848138732,-0.071655760706822
130,X163,1.72708718590237,1.88281115733848,-0.401508136153291,0.709255446145713,-1.14873865533384,-0.360082192043553,-0.189903086288567,-0.725318540985524,-0.404586606669781,-0.403332498020432,-0.685684073891573
131,X132,-0.297214759728293,-0.683033691480864,-0.432874166268167,-0.681508294657882,-0.669267710809354,-0.642063316304875,1.28605178557804,-0.661847473134763,1.71705848935585,1.6107921812733,-0.546093043822998
132,X198,-0.531934069123271,-0.319198692397891,-0.04579961886837,-0.589839442693563,-0.294885863076711,-0.619344482336238,-0.655406853568201,-0.286121541539607,2.03763623367576,1.93304179255396,-0.628147462625869
133,X133,0.284758856584334,-0.929076916780085,-0.876483598878074,-0.922544746120362,1.1222786140986,-0.920767006981411,-0.400133425721514,-0.91269815633023,1.37386231082849,1.27817779639344,0.902626272906809
134,X169,2.28709093504662,-0.445917047121833,-0.445917047121833,-0.445917047121833,-0.445917047121833,1.72616248904988,-0.445917047121833,-0.445917047121833,-0.445917047121833,-0.445917047121833,-0.445917047121833
135,X296,0.307001599788049,-0.174516340471702,-0.488959940163368,-0.347524167034011,-0.488741870378001,-0.494240919622543,-0.494240919622543,2.91210042800649,-0.38593401313053,-0.395244579726801,0.050300722354965
136,X137,-0.785388664512138,0.804694436799273,1.47090802510314,0.296440947851387,-0.269438468458234,-0.370726567284219,1.44078459263115,-1.89785891591011,0.04753010528663,0.033159195513264,-0.770104687020145
137,X174,-0.465344621085568,-0.461379541511156,-0.461218604163428,-0.456747425624472,-0.465344621085568,-0.465344621085568,2.41134548224295,1.55542657305563,-0.32744509637024,-0.40206184615471,-0.461885678217874
138,X43,1.66688804662371,-0.703040798553572,-0.421649821994044,-0.649164440932486,-0.977402881078581,0.588338859709248,-0.286592135732353,1.42711429950667,0.462061533315782,0.416784310385043,-1.52333697124942
139,X171,-0.394175216858438,-0.422443640115906,-0.418615649755872,-0.422627215737481,2.96997540614016,-0.42231124672006,-0.42253235437206,-0.312012438493885,0.029002505254576,0.00664072708617,-0.1909008764272
140,X165,0.205309375079152,1.46250846325585,1.56034406088774,1.32299351388377,-0.863992043690551,-0.243284202426493,-0.084887581023686,-0.847987531820499,-0.840789863513422,-0.846018171261771,-0.824196019370082
141,X143,0.687656800703672,-0.04005333155182,-0.077764243554602,-0.121685545022266,-0.453891045879889,-0.976481376309125,-0.042515120592105,-1.11945676701566,1.65782948436644,1.69636209520499,-1.21000095034964
142,X144,-0.022213411308145,-0.137990542688614,-0.189059941318871,-0.446494966732178,-0.377010712492501,-0.430724354437291,-0.261774880558535,-0.544043515352046,-0.273328197331343,-0.29883299195027,2.98147351416979
143,X159,-0.188914536585506,-0.259512304938862,0.20313020085734,0.223915150902638,-0.702780861464154,-0.86393845590666,1.87306862564762,-1.13311030067351,1.10050705842105,0.998537552124783,-1.25090212838474
144,X166,1.42672464593212,1.14646976021563,-0.485166434398154,-0.128965626130804,-0.822862590342174,0.185889048417934,1.80028798968247,-0.820267877951098,-0.795594354747362,-0.801981070407698,-0.704533490270854
